Id,Y
49999,0.15951858460903168
50000,0.005947459489107132
50001,0.002289816737174988
50002,0.04421113058924675
50003,0.042629554867744446
50004,0.15183649957180023
50005,0.07835672795772552
50006,0.018231892958283424
50007,0.018388891592621803
50008,0.10585811734199524
50009,0.01327450480312109
50010,0.04416115581989288
50011,0.008162901736795902
50012,0.07816068828105927
50013,0.021564804017543793
50014,0.01717476174235344
50015,0.011759309098124504
50016,0.08918164670467377
50017,0.037886761128902435
50018,0.16028380393981934
50019,0.03102976270020008
50020,0.0960967019200325
50021,0.029512889683246613
50022,0.02068379335105419
50023,0.04151467606425285
50024,0.02758299931883812
50025,0.013885360211133957
50026,0.07064875960350037
50027,0.012324828654527664
50028,0.011440061964094639
50029,0.10524185001850128
50030,0.1592620611190796
50031,0.018310805782675743
50032,0.012729705311357975
50033,0.0075653959065675735
50034,0.05577747896313667
50035,0.00825231708586216
50036,0.04977138713002205
50037,0.06546996533870697
50038,0.02488674223423004
50039,0.025578932836651802
50040,0.12984196841716766
50041,0.017632508650422096
50042,0.18023650348186493
50043,0.05595603957772255
50044,0.015031944029033184
50045,0.005026048049330711
50046,0.0025710416957736015
50047,0.17546534538269043
50048,0.007790651172399521
50049,0.025652728974819183
50050,0.01574736461043358
50051,0.2372138947248459
50052,0.00846946332603693
50053,0.015942880883812904
50054,0.04206180199980736
50055,0.04072863236069679
50056,0.0065788524225354195
50057,0.08166012167930603
50058,0.065310038626194
50059,0.0035850072745233774
50060,0.007209217641502619
50061,0.008934770710766315
50062,0.017848236486315727
50063,0.019590388983488083
50064,0.037050891667604446
50065,0.13518936932086945
50066,0.020502151921391487
50067,0.096992626786232
50068,0.0036313754972070456
50069,0.01462556328624487
50070,0.05396468937397003
50071,0.12441740930080414
50072,0.008937714621424675
50073,0.020026009529829025
50074,0.03434174880385399
50075,0.02671406790614128
50076,0.007051491644233465
50077,0.006099680904299021
50078,0.003264163387939334
50079,0.0416630320250988
50080,0.03845417499542236
50081,0.34337523579597473
50082,0.08827339857816696
50083,0.00909726694226265
50084,0.1097179725766182
50085,0.006361909210681915
50086,0.0038972690235823393
50087,0.1520105004310608
50088,0.26983729004859924
50089,0.006674707867205143
50090,0.20350708067417145
50091,0.5332443118095398
50092,0.058460209518671036
50093,0.011705458164215088
50094,0.015580692328512669
50095,0.013043059036135674
50096,0.004626174923032522
50097,0.014264477416872978
50098,0.0045598153956234455
50099,0.018046334385871887
50100,0.1944476217031479
50101,0.08691734075546265
50102,0.007687334902584553
50103,0.048991501331329346
50104,0.04971066489815712
50105,0.05833982676267624
50106,0.16087035834789276
50107,0.01322514284402132
50108,0.340169757604599
50109,0.005609376356005669
50110,0.06289968639612198
50111,0.1852215677499771
50112,0.011293535120785236
50113,0.07706789672374725
50114,0.007269124034792185
50115,0.009240575134754181
50116,0.021382179111242294
50117,0.006625870242714882
50118,0.04495631903409958
50119,0.048456862568855286
50120,0.05082478001713753
50121,0.01316694263368845
50122,0.0069280038587749004
50123,0.09731439501047134
50124,0.02547648549079895
50125,0.015782538801431656
50126,0.05048020929098129
50127,0.05462317168712616
50128,0.024175675585865974
50129,0.0752272754907608
50130,0.011349578388035297
50131,0.00466337613761425
50132,0.045774877071380615
50133,0.009254449978470802
50134,0.03293244168162346
50135,0.02163076214492321
50136,0.0673309788107872
50137,0.0014173936797305942
50138,0.010675834491848946
50139,0.00758909760043025
50140,0.03304944187402725
50141,0.015123149380087852
50142,0.0035679058637470007
50143,0.03929790481925011
50144,0.0639258474111557
50145,0.0348627045750618
50146,0.018773535266518593
50147,0.002843112451955676
50148,0.4146322011947632
50149,0.06311896443367004
50150,0.005621150601655245
50151,0.3785812258720398
50152,0.07900763303041458
50153,0.01565297693014145
