Id,Y
49999,0.15871497988700867
50000,0.007834125310182571
50001,0.0060282484628260136
50002,0.041339050978422165
50003,0.060095954686403275
50004,0.12093095481395721
50005,0.09235430508852005
50006,0.026289835572242737
50007,0.02389400452375412
50008,0.09712135046720505
50009,0.01593281328678131
50010,0.06183936819434166
50011,0.012029052712023258
50012,0.0669131651520729
50013,0.029464568942785263
50014,0.028865020722150803
50015,0.010876370593905449
50016,0.09712302684783936
50017,0.04919510707259178
50018,0.13643212616443634
50019,0.028654107823967934
50020,0.08832130581140518
50021,0.025096222758293152
50022,0.013952935114502907
50023,0.0434843935072422
50024,0.02768641524016857
50025,0.018114760518074036
50026,0.07976995408535004
50027,0.01238903496414423
50028,0.013187305070459843
50029,0.11155097931623459
50030,0.15681853890419006
50031,0.02617615833878517
50032,0.01511478517204523
50033,0.008828191086649895
50034,0.06364191323518753
50035,0.013584578409790993
50036,0.04157693684101105
50037,0.061950039118528366
50038,0.015003519132733345
50039,0.021628303453326225
50040,0.09259214252233505
50041,0.012258797883987427
50042,0.14538642764091492
50043,0.06522952765226364
50044,0.016353316605091095
50045,0.012462164275348186
50046,0.00927803199738264
50047,0.16593226790428162
50048,0.013359194621443748
50049,0.028118472546339035
50050,0.012560760602355003
50051,0.24662421643733978
50052,0.010826310142874718
50053,0.01998058520257473
50054,0.04924141615629196
50055,0.04131285846233368
50056,0.010160138830542564
50057,0.0881693959236145
50058,0.0563233382999897
50059,0.0061537702567875385
50060,0.010580982081592083
50061,0.010197699069976807
50062,0.024341659620404243
50063,0.01396204438060522
50064,0.04180740937590599
50065,0.12407908588647842
50066,0.026351002976298332
50067,0.10094855725765228
50068,0.007738375570625067
50069,0.014700600877404213
50070,0.053916629403829575
50071,0.09276237338781357
50072,0.015311414375901222
50073,0.016650862991809845
50074,0.03985961154103279
50075,0.044124629348516464
50076,0.008534613065421581
50077,0.008802838623523712
50078,0.0059709264896810055
50079,0.04370225965976715
50080,0.03939314931631088
50081,0.3274269104003906
50082,0.09739188849925995
50083,0.016283677890896797
50084,0.08822329342365265
50085,0.009566612541675568
50086,0.007930787280201912
50087,0.1018015444278717
50088,0.2979114055633545
50089,0.01072193868458271
50090,0.21772246062755585
50091,0.49886852502822876
50092,0.0654582530260086
50093,0.018455158919095993
50094,0.02027442492544651
50095,0.024329889565706253
50096,0.008526220917701721
50097,0.014370686374604702
50098,0.006355311721563339
50099,0.015764586627483368
50100,0.1987830400466919
50101,0.0943145900964737
50102,0.013797277584671974
50103,0.048733294010162354
50104,0.04121968150138855
50105,0.04090448096394539
50106,0.16521963477134705
50107,0.01681305468082428
50108,0.3584018647670746
50109,0.009225958026945591
50110,0.08210529386997223
50111,0.18939591944217682
50112,0.01431842427700758
50113,0.05689866095781326
50114,0.012259750626981258
50115,0.013440629467368126
50116,0.02429666928946972
50117,0.01114091370254755
50118,0.045646488666534424
50119,0.03947804495692253
50120,0.049347735941410065
50121,0.016063138842582703
50122,0.013179626315832138
50123,0.08919905126094818
50124,0.040993720293045044
50125,0.021207980811595917
50126,0.07788444310426712
50127,0.05118069052696228
50128,0.021104786545038223
50129,0.07304039597511292
50130,0.012936585582792759
50131,0.010825365781784058
50132,0.04048909619450569
50133,0.014148568734526634
50134,0.03361255303025246
50135,0.01857740618288517
50136,0.051937758922576904
50137,0.004806585609912872
50138,0.014919260516762733
50139,0.011070985347032547
50140,0.03111625649034977
50141,0.014869927428662777
50142,0.007922407239675522
50143,0.028527213260531425
50144,0.054764941334724426
50145,0.04589790850877762
50146,0.02191077545285225
50147,0.006246907636523247
50148,0.36298713088035583
